id,y
845,1
846,1
847,0
848,0
849,0
850,1
851,0
852,0
853,0
854,1
855,1
856,1
857,0
858,1
859,0
860,1
861,0
862,0
863,0
864,0
865,0
866,0
867,1
868,1
869,1
870,1
871,0
872,0
873,0
874,0
875,1
876,0
877,1
878,0
879,1
880,1
881,0
882,0
883,0
884,1
885,0
886,1
887,1
888,1
889,0
890,0
891,0
892,0
893,1
894,0
895,1
896,1
897,1
898,0
899,1
900,1
901,1
902,0
903,0
904,0
905,0
906,1
907,0
908,1
909,0
910,1
911,0
912,0
913,0
914,0
915,0
916,1
917,1
918,1
919,1
920,1
921,1
922,0
923,1
924,0
925,1
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,1
936,0
937,0
938,1
939,0
940,0
941,1
942,0
943,1
944,1
945,1
946,0
947,0
948,1
949,0
950,0
951,0
952,0
953,0
954,0
955,1
956,0
957,1
958,1
959,0
960,0
961,1
962,0
963,1
964,0
965,0
966,0
967,1
968,0
969,0
970,0
971,0
972,0
973,0
974,1
975,1
976,0
977,0
978,1
979,1
980,0
981,0
982,0
983,0
984,0
985,1
986,1
987,1
988,1
989,0
990,1
991,0
992,1
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,1
1004,1
1005,0
1006,0
1007,0
1008,1
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,1
1016,1
1017,1
1018,0
1019,0
1020,1
1021,1
1022,1
1023,1
1024,0
1025,1
1026,0
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,1
1034,1
1035,0
1036,0
1037,0
1038,1
1039,0
1040,1
1041,1
1042,1
1043,0
1044,1
1045,1
1046,0
1047,0
1048,1
1049,1
1050,0
1051,0
1052,0
1053,0
1054,0
1055,1
1056,1
1057,1
1058,0
1059,1
1060,0
1061,0
1062,0
1063,1
1064,1
1065,1
1066,1
1067,0
1068,0
1069,1
1070,0
1071,0
1072,0
1073,0
1074,0
1075,1
1076,0
1077,0
1078,1
1079,0
1080,0
1081,0
1082,1
1083,0
1084,0
1085,0
1086,1
1087,0
1088,0
1089,1
1090,0
1091,1
1092,1
1093,1
1094,1
1095,0
1096,0
1097,0
1098,1
1099,0
1100,1
1101,1
1102,0
1103,0
1104,0
1105,0
1106,1
1107,0
1108,0
1109,1
1110,0
1111,0
1112,1
1113,1
1114,0
1115,0
1116,0
1117,0
1118,0
1119,0
1120,0
1121,1
1122,0
1123,0
1124,1
1125,1
1126,0
1127,0
1128,1
1129,0
1130,0
1131,1
1132,1
1133,1
1134,0
1135,1
1136,0
1137,0
1138,1
1139,1
1140,0
1141,0
1142,0
1143,0
1144,0
1145,0
1146,0
1147,0
1148,0
1149,0
1150,1
1151,1
1152,1
1153,1
1154,1
1155,1
1156,0
1157,1
1158,1
1159,0
1160,0
1161,0
1162,1
1163,1
1164,0
1165,0
1166,0
1167,0
1168,1
1169,0
1170,1
1171,0
1172,0
1173,0
1174,0
1175,0
1176,1
1177,0
1178,1
1179,0
1180,0
1181,0
1182,0
1183,0
1184,0
1185,0
1186,1
1187,0
1188,0
1189,0
1190,1
1191,1
1192,1
1193,1
1194,0
1195,1
1196,0
1197,0
1198,0
1199,1
1200,0
1201,1
1202,1
1203,0
1204,1
1205,0
1206,1
1207,0
1208,1
1209,1
1210,0
1211,1
1212,1
1213,1
1214,0
1215,1
1216,1
1217,1
1218,0
1219,0
1220,0
1221,0
1222,0
1223,0
1224,0
1225,0
1226,0
1227,1
1228,0
1229,1
1230,0
1231,1
1232,0
1233,0
1234,0
1235,1
1236,0
1237,1
1238,1
1239,0
1240,0
1241,0
1242,0
1243,1
1244,1
1245,0
1246,0
1247,1
1248,0
1249,1
1250,0
1251,1
1252,0
1253,1
1254,1
1255,0
1256,0
1257,0
1258,0
1259,0
1260,0
1261,0
1262,1
1263,1
1264,0
1265,0
1266,0
1267,1
1268,1
1269,1
1270,1
1271,1
1272,0
1273,1
1274,0
1275,1
1276,0
1277,0
1278,0
1279,0
1280,0
1281,0
1282,0
1283,0
1284,0
1285,1
1286,1
1287,1
1288,1
1289,1
1290,0
1291,1
1292,1
1293,1
1294,0
1295,1
1296,0
1297,1
1298,1
1299,1
1300,0
1301,1
1302,1
1303,0
1304,1
1305,0
1306,0
1307,1
1308,1
1309,0
1310,1
1311,0
1312,0
1313,1
1314,0
1315,1
1316,0
1317,1
1318,0
1319,0
1320,0
1321,0
1322,0
1323,0
1324,1
1325,1
1326,0
1327,0
1328,0
1329,1
1330,1
1331,1
1332,0
1333,1
1334,1
1335,0
1336,0
1337,0
1338,1
1339,0
1340,1
1341,1
1342,0
1343,1
1344,1
1345,1
1346,0
1347,1
1348,0
1349,0
1350,0
1351,1
1352,1
1353,0
1354,1
1355,0
1356,1
1357,0
1358,0
1359,1
1360,0
1361,0
1362,1
1363,0
1364,1
1365,0
1366,1
1367,0
1368,0
1369,1
1370,1
1371,0
1372,0
1373,1
1374,0
1375,0
1376,0
1377,1
1378,1
1379,0
1380,1
1381,1
1382,1
1383,1
1384,0
1385,1
1386,1
1387,1
1388,1
1389,0
1390,0
1391,0
1392,0
1393,1
1394,1
1395,0
1396,1
1397,1
1398,0
1399,0
1400,0
1401,0
1402,0
1403,0
1404,0
1405,1
1406,0
1407,0
1408,0
1409,1
1410,0
1411,0
1412,1
1413,0
1414,0
1415,0
1416,1
1417,1
1418,0
1419,1
1420,0
1421,0
1422,1
1423,0
1424,0
1425,1
1426,1
1427,0
1428,0
1429,0
1430,1
1431,1
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,0
1442,1
1443,0
1444,0
1445,0
1446,1
1447,1
1448,0
1449,1
1450,0
1451,1
1452,1
1453,0
1454,0
1455,0
1456,0
1457,0
1458,1
1459,1
1460,0
1461,0
1462,1
1463,0
1464,1
1465,0
1466,1
1467,0
1468,1
1469,0
1470,0
1471,1
1472,0
1473,0
1474,0
1475,1
1476,0
1477,0
1478,0
1479,1
1480,1
1481,1
1482,0
1483,0
1484,1
1485,0
1486,1
1487,1
1488,1
1489,0
1490,0
1491,1
1492,1
1493,0
1494,0
1495,0
1496,0
1497,1
1498,1
1499,1
1500,1
1501,0
1502,0
1503,0
1504,0
1505,1
1506,1
1507,1
1508,1
1509,0
1510,0
1511,1
1512,0
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0
1519,0
1520,0
1521,0
1522,1
1523,1
1524,1
1525,1
1526,0
1527,1
1528,0
1529,0
1530,0
1531,0
1532,0
1533,0
1534,0
1535,1
1536,0
1537,0
1538,1
1539,0
1540,1
1541,0
1542,0
1543,1
1544,0
1545,1
1546,0
1547,0
1548,0
1549,0
1550,1
1551,0
1552,1
1553,0
1554,0
1555,1
1556,0
1557,1
1558,1
1559,1
1560,0
1561,0
1562,0
1563,1
1564,0
1565,0
1566,0
1567,1
1568,0
1569,1
1570,1
1571,0
1572,1
1573,0
1574,0
1575,0
1576,0
1577,0
1578,0
1579,1
1580,1
1581,0
1582,0
1583,0
1584,1
1585,0
1586,1
1587,0
1588,0
1589,0
1590,0
1591,0
1592,0
1593,0
1594,0
1595,0
1596,1
1597,0
1598,0
1599,0
1600,0
1601,0
1602,1
1603,0
1604,0
1605,0
1606,1
1607,1
1608,1
1609,1
1610,0
1611,1
1612,0
1613,0
1614,0
1615,0
1616,1
1617,0
1618,1
1619,0
1620,1
1621,0
1622,0
1623,1
1624,0
1625,0
1626,0
1627,0
1628,1
1629,1
1630,1
1631,0
1632,0
1633,0
1634,0
1635,0
1636,0
1637,0
1638,1
1639,0
1640,1
1641,0
1642,1
1643,1
1644,1
1645,0
1646,0
1647,0
1648,1
1649,0
1650,1
1651,0
1652,0
1653,0
1654,1
1655,0
1656,1
1657,0
1658,0
1659,0
1660,0
1661,1
1662,1
1663,0
1664,0
1665,0
1666,0
1667,1
1668,1
1669,0
1670,0
1671,0
1672,1
1673,0
1674,1
1675,0
1676,0
1677,0
1678,1
1679,0
1680,0
1681,1
1682,1
1683,1
1684,0
1685,0
1686,0
1687,0
1688,0
1689,0
1690,1
1691,0
1692,0
1693,1
1694,1
1695,1
1696,1
1697,0
1698,0
1699,1
1700,0
1701,0
1702,1
1703,1
1704,1
1705,0
1706,0
1707,0
1708,0
1709,0
1710,0
1711,1
1712,1
1713,1
1714,0
1715,0
1716,0
1717,1
1718,1
1719,0
1720,0
1721,0
1722,0
1723,0
1724,0
1725,1
1726,1
1727,0
1728,0
1729,0
1730,0
1731,0
1732,1
1733,0
1734,0
1735,1
1736,0
1737,0
1738,0
1739,0
1740,0
1741,1
1742,0
1743,1
1744,0
1745,1
1746,1
1747,0
1748,1
1749,0
1750,1
1751,1
1752,0
1753,0
1754,0
1755,0
1756,0
1757,1
1758,1
1759,1
1760,1
1761,0
1762,0
1763,0
1764,0
1765,0
1766,1
1767,0
1768,1
1769,0
1770,0
1771,1
1772,0
1773,1
1774,1
1775,0
1776,1
1777,0
1778,0
1779,0
1780,0
1781,1
1782,0
1783,0
1784,0
1785,1
1786,1
1787,1
1788,0
1789,0
1790,0
1791,0
1792,1
1793,1
1794,0
1795,0
1796,0
1797,0
1798,0
1799,0
1800,1
1801,0
1802,0
1803,0
1804,0
1805,0
1806,1
1807,0
1808,0
1809,1
1810,1
1811,0
1812,0
1813,0
1814,0
1815,1
1816,0
1817,0
1818,0
1819,0
1820,0
1821,0
1822,1
1823,1
1824,1
1825,1
1826,1
1827,0
1828,1
1829,1
1830,0
1831,1
1832,1
1833,1
1834,1
1835,0
1836,0
1837,1
1838,1
1839,0
1840,0
1841,0
1842,0
1843,1
1844,0
1845,0
1846,1
1847,0
1848,0
1849,0
1850,1
1851,0
1852,0
1853,0
1854,1
1855,1
1856,1
1857,0
1858,1
1859,0
1860,1
1861,0
1862,1
1863,0
1864,1
1865,0
1866,0
1867,0
1868,1
1869,1
1870,1
1871,0
1872,1
1873,1
1874,1
1875,0
1876,0
1877,0
1878,1
1879,0
1880,1
1881,1
1882,1
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,1
1892,0
1893,1
1894,1
1895,0
1896,1
1897,0
1898,1
1899,0
1900,0
1901,1
1902,0
1903,0
1904,0
1905,0
1906,0
1907,1
1908,1
1909,0
1910,0
1911,0
1912,0
1913,1
1914,0
1915,0
1916,0
1917,0
1918,0
1919,0
1920,0
1921,1
1922,0
1923,0
1924,0
1925,0
1926,1
1927,1
1928,1
1929,1
1930,0
1931,0
1932,0
1933,1
1934,0
1935,1
1936,1
1937,1
1938,0
1939,0
1940,1
1941,0
1942,0
1943,1
1944,0
1945,1
1946,1
1947,0
1948,0
1949,1
1950,0
1951,0
1952,0
1953,0
1954,0
1955,0
1956,0
1957,0
1958,0
1959,0
1960,1
1961,1
1962,1
1963,0
1964,0
1965,0
1966,1
1967,1
1968,0
1969,0
1970,0
1971,1
1972,0
1973,0
1974,0
1975,1
1976,0
1977,0
1978,0
1979,0
1980,0
1981,0
1982,1
1983,1
1984,0
1985,1
1986,0
1987,0
1988,1
1989,0
1990,1
1991,0
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,1
2000,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,1
2012,0
2013,1
2014,1
2015,1
2016,0
2017,0
2018,1
2019,0
2020,1
2021,0
2022,0
2023,1
2024,1
2025,0
2026,1
2027,1
2028,0
2029,0
2030,0
2031,0
2032,0
2033,0
2034,0
2035,0
2036,1
2037,1
2038,0
2039,0
2040,0
2041,1
2042,1
2043,0
2044,1
2045,1
2046,1
2047,0
2048,0
2049,0
2050,1
2051,0
2052,0
2053,1
2054,0
2055,1
2056,0
2057,0
2058,0
2059,1
2060,1
2061,0
2062,0
2063,1
2064,0
2065,0
2066,0
2067,0
2068,0
2069,0
2070,0
2071,0
2072,0
2073,1
2074,0
2075,0
2076,1
2077,1
2078,1
2079,1
2080,1
2081,0
2082,1
2083,1
2084,1
2085,1
2086,1
2087,1
2088,1
2089,0
2090,1
2091,0
2092,1
2093,1
2094,0
2095,0
2096,0
2097,1
2098,1
2099,0
2100,0
2101,0
2102,0
2103,0
2104,0
2105,0
2106,0
2107,1
2108,1
2109,0
2110,0
2111,1
2112,1
2113,0
2114,0
2115,0
2116,0
2117,0
2118,0
2119,0
2120,1
2121,1
2122,1
2123,1
2124,0
2125,1
2126,0
2127,1
2128,0
2129,0
2130,1
2131,0
2132,0
2133,0
2134,0
2135,1
2136,0
2137,1
2138,0
2139,0
2140,0
2141,0
2142,0
2143,0
2144,0
2145,1
2146,0
2147,1
2148,0
2149,0
2150,0
2151,0
2152,1
2153,1
2154,0
2155,0
2156,1
2157,1
2158,1
2159,0
2160,1
2161,1
2162,0
2163,0
2164,0
2165,0
2166,0
2167,1
2168,0
2169,1
2170,0
2171,1
2172,1
2173,1
2174,0
2175,1
2176,0
2177,0
2178,1
2179,0
2180,1
2181,0
2182,1
2183,1
2184,0
2185,1
2186,0
2187,0
2188,1
2189,1
2190,0
2191,0
2192,1
2193,0
2194,1
2195,1
2196,1
2197,0
2198,1
2199,1
2200,0
2201,0
2202,1
2203,0
2204,0
2205,1
2206,0
2207,1
2208,1
2209,0
2210,1
2211,1
2212,0
2213,1
2214,1
2215,0
2216,0
2217,1
2218,1
2219,0
2220,0
2221,0
2222,1
2223,0
2224,1
2225,1
2226,1
2227,0
2228,0
2229,0
2230,0
2231,0
2232,1
2233,1
2234,1
2235,0
2236,1
2237,1
2238,1
2239,0
2240,1
2241,0
2242,0
2243,0
2244,1
2245,1
2246,0
2247,1
2248,0
2249,0
2250,1
2251,0
2252,1
2253,0
2254,0
2255,0
2256,0
2257,0
2258,0
2259,0
2260,0
2261,0
2262,0
2263,0
2264,1
2265,0
2266,1
2267,1
2268,1
2269,0
2270,0
2271,1
2272,1
2273,0
2274,0
2275,0
2276,0
2277,0
2278,0
2279,0
2280,1
2281,1
2282,1
2283,0
2284,0
2285,1
2286,1
2287,0
2288,0
2289,1
2290,0
2291,1
2292,0
2293,0
2294,0
2295,0
2296,1
2297,1
2298,0
2299,1
2300,0
2301,0
2302,0
2303,1
2304,1
2305,0
2306,0
2307,0
2308,1
2309,0
2310,0
2311,1
2312,0
2313,0
2314,0
2315,1
2316,1
2317,0
2318,1
2319,1
2320,0
2321,1
2322,1
2323,0
2324,1
2325,1
2326,0
2327,0
2328,0
2329,0
2330,1
2331,0
2332,1
2333,0
2334,1
2335,1
2336,0
2337,0
2338,0
2339,1
2340,0
2341,0
2342,0
2343,0
2344,0
2345,1
2346,0
2347,1
2348,0
2349,0
2350,1
2351,0
2352,1
2353,0
2354,1
2355,1
2356,0
2357,0
2358,0
2359,0
2360,1
2361,0
2362,0
2363,0
2364,0
2365,1
2366,0
2367,0
2368,1
2369,1
2370,0
2371,0
2372,0
2373,1
2374,1
2375,1
2376,0
2377,0
2378,0
2379,0
2380,1
2381,1
2382,0
2383,1
2384,1
2385,0
2386,0
2387,0
2388,1
2389,0
2390,1
2391,0
2392,1
2393,1
2394,1
2395,0
2396,1
2397,0
2398,1
2399,0
2400,0
2401,0
2402,0
2403,0
2404,1
2405,1
2406,1
2407,0
2408,0
2409,1
2410,0
2411,1
2412,1
2413,1
2414,0
2415,0
2416,0
2417,0
2418,0
2419,1
2420,0
2421,0
2422,0
2423,0
2424,0
2425,1
2426,0
2427,1
2428,0
2429,0
2430,0
2431,0
2432,0
2433,0
2434,0
2435,1
2436,0
2437,1
2438,1
2439,0
2440,1
2441,0
2442,0
2443,1
2444,0
2445,0
2446,1
2447,0
2448,1
2449,0
2450,1
2451,1
2452,1
2453,0
2454,1
2455,0
2456,0
2457,0
2458,0
2459,1
2460,0
2461,0
2462,1
2463,1
2464,1
2465,0
2466,1
2467,0
2468,1
2469,0
2470,0
2471,0
2472,1
2473,0
2474,1
2475,1
2476,0
2477,0
2478,1
2479,1
2480,0
2481,1
2482,0
2483,1
2484,0
2485,1
2486,0
2487,0
2488,0
2489,0
2490,1
2491,1
2492,0
2493,1
2494,0
2495,0
2496,0
2497,1
2498,1
2499,0
2500,0
2501,1
2502,1
2503,0
2504,0
2505,0
2506,1
2507,0
2508,1
2509,1
2510,0
2511,1
2512,0
2513,0
2514,1
2515,1
2516,0
2517,0
2518,0
2519,0
2520,0
2521,0
2522,1
2523,0
2524,0
2525,0
2526,0
2527,0
2528,1
2529,0
2530,0
2531,1
2532,1
2533,0
2534,0
2535,0
2536,0
2537,0
2538,1
2539,0
2540,1
2541,0
2542,0
2543,1
2544,0
2545,0
2546,0
2547,0
2548,1
2549,1
2550,0
2551,0
2552,0
2553,0
2554,1
2555,0
2556,0
2557,0
2558,0
2559,1
2560,0
2561,1
2562,1
2563,1
2564,0
2565,0
2566,1
2567,1
2568,0
2569,1
2570,0
2571,0
2572,1
2573,1
2574,1
2575,0
2576,0
2577,1
2578,0
2579,1
2580,1
2581,0
2582,0
2583,1
2584,0
2585,0
2586,0
2587,0
2588,0
2589,1
2590,0
2591,0
2592,0
2593,1
2594,1
2595,1
2596,0
2597,1
2598,1
2599,0
2600,0
2601,1
2602,1
2603,0
2604,1
2605,0
2606,0
2607,0
2608,0
2609,0
2610,1
2611,0
2612,0
2613,0
2614,0
2615,0
2616,1
2617,1
2618,0
2619,1
2620,1
2621,0
2622,1
2623,0
2624,0
2625,0
2626,1
2627,1
2628,0
2629,1
2630,0
2631,0
2632,1
2633,1
2634,0
2635,1
2636,0
2637,0
2638,0
2639,1
2640,1
2641,1
2642,0
2643,1
2644,1
2645,1
2646,0
2647,0
2648,0
2649,0
2650,1
2651,0
2652,0
2653,0
2654,1
2655,0
2656,0
2657,1
2658,0
2659,1
2660,0
2661,0
2662,0
2663,0
2664,0
2665,0
2666,1
2667,0
2668,1
2669,0
2670,1
2671,0
2672,0
2673,1
2674,1
2675,1
2676,0
2677,1
2678,1
2679,0
2680,1
2681,0
2682,0
2683,0
2684,1
2685,1
2686,0
2687,1
2688,1
2689,0
2690,0
2691,1
2692,0
2693,0
2694,0
2695,0
2696,0
2697,1
2698,1
2699,0
2700,0
2701,0
2702,1
2703,0
2704,0
2705,1
2706,0
2707,0
2708,0
2709,0
2710,1
2711,0
2712,0
2713,1
2714,0
2715,0
2716,0
2717,0
2718,1
2719,0
2720,1
2721,1
2722,1
2723,1
2724,0
2725,0
2726,1
2727,1
2728,0
2729,1
2730,1
2731,0
2732,0
2733,0
2734,0
2735,1
2736,1
2737,0
2738,0
2739,0
2740,0
2741,1
2742,1
2743,0
2744,0
2745,0
2746,1
2747,1
2748,0
2749,1
2750,1
2751,1
2752,1
2753,0
2754,1
2755,0
2756,0
2757,0
2758,0
2759,0
2760,0
2761,0
2762,0
2763,0
2764,1
2765,1
2766,1
2767,1
2768,1
2769,0
2770,0
2771,1
2772,0
2773,1
2774,1
2775,0
2776,0
2777,1
2778,0
2779,1
2780,1
2781,0
2782,1
2783,1
2784,0
2785,0
2786,1
2787,1
2788,1
2789,0
2790,0
2791,0
2792,1
2793,1
2794,1
2795,1
2796,0
2797,1
2798,0
2799,0
2800,1
2801,1
2802,0
2803,0
2804,0
2805,0
2806,0
2807,1
2808,0
2809,0
2810,0
2811,1
2812,1
2813,0
2814,0
2815,0
2816,1
2817,1
2818,0
2819,0
2820,0
2821,1
2822,0
2823,0
2824,1
2825,0
2826,0
2827,0
2828,0
2829,1
2830,0
2831,1
2832,0
2833,0
2834,1
2835,1
2836,1
2837,1
2838,0
2839,1
2840,0
2841,0
2842,1
2843,1
2844,0
2845,1
2846,0
2847,1
2848,0
2849,0
2850,0
2851,1
2852,0
2853,0
2854,0
2855,1
2856,1
2857,1
2858,0
2859,0
2860,1
2861,0
2862,0
2863,1
2864,0
2865,1
2866,1
2867,1
2868,0
2869,1
2870,0
2871,0
2872,0
2873,1
2874,1
2875,1
2876,0
2877,1
2878,0
2879,0
2880,0
2881,1
2882,1
2883,0
2884,0
2885,1
2886,1
2887,0
2888,0
2889,0
2890,0
2891,0
2892,0
2893,1
2894,0
2895,1
2896,0
2897,1
2898,0
2899,0
2900,1
2901,0
2902,0
2903,1
2904,0
2905,0
2906,0
2907,0
2908,1
2909,1
2910,0
2911,0
2912,0
2913,0
2914,0
2915,0
2916,0
2917,1
2918,0
2919,1
2920,0
2921,0
2922,1
2923,1
2924,0
2925,0
2926,0
2927,0
2928,1
2929,1
2930,0
2931,1
2932,1
2933,1
2934,1
2935,1
2936,0
2937,1
2938,0
2939,1
2940,1
2941,0
2942,1
2943,0
2944,0
2945,1
2946,0
2947,0
2948,1
2949,0
2950,1
2951,0
2952,1
2953,0
2954,0
2955,0
2956,0
2957,1
2958,1
2959,1
2960,0
2961,0
2962,1
2963,0
2964,0
2965,0
2966,1
2967,1
2968,0
2969,0
2970,0
2971,0
2972,1
2973,0
2974,0
2975,1
2976,1
2977,0
2978,1
2979,0
2980,0
2981,0
2982,1
2983,1
2984,1
2985,0
2986,0
2987,0
2988,0
2989,0
2990,1
2991,0
2992,1
2993,0
2994,1
2995,1
2996,0
2997,0
2998,1
